cv_id,organization,position,status,startDate,endDate,linkedin
244,Gärtner Transporte,Kipper -Spedition,ACTIVE,1990-01,,
245,Escola de Educação Infantil João e Maria,Pedagoga,ACTIVE,2010-03,,
246,Butte County Behavioral Health,Behavioral Health Clinician,ACTIVE,2022-08,,https://www.linkedin.com/company/butte-county-behavioral-health
248,Superweb LLP,Web Developer,ACTIVE,2024-05,,
249,Hansgrohe Group,Manager Custom Solutions,ACTIVE,2023-09,,https://www.linkedin.com/company/hansgrohe-group
250,Tempo one,Responsable Développement Automotive,ACTIVE,2023-09,,https://www.linkedin.com/company/tempoone
251,BMW Group,Projektmanager strat. BK E/E Infrastruktur,ACTIVE,2021-05,,https://www.linkedin.com/company/bmw-group
252,ILODECO,Responsable de projet marketing et communications,ACTIVE,2023-01,,https://www.linkedin.com/company/ilodeco
254,BVFI - Bundesverband für die Immobilienwirtschaft,Vermittlung und Verrentung von Immobilien,ACTIVE,2016,,
254,W+V Schweizer-Immobilien GmbH,Geschäftsführung,ACTIVE,1937-01,,
255,MANUFACTURE FRANCAISE DU CYCLE,Approvisionneuse Bilingue,ACTIVE,2018-02,,https://www.linkedin.com/company/manufacture-francaise-du-cycle
256,Doka,Digital Product Owner,ACTIVE,2022-10,,https://www.linkedin.com/company/doka
257,Stellantis Germany GmbH,Head of Legal,ACTIVE,2021-04,,
258,Van Cleef & Arpels,Receptionist,ACTIVE,2025-02,,https://www.linkedin.com/company/van-cleef-&-arpels
259,S.OLIVER GROUP,Retail Director DACH,ACTIVE,2023-11,,https://www.linkedin.com/company/s-oliver-group
261,Varme og Kulde AS,Chief Executive Officer,ACTIVE,2025-01,,
261,Alpha Entreprenør AS,Prosjektleder,ACTIVE,2019-01,,https://www.linkedin.com/company/alpha-entreprenør-as
262,F. Bosch Medizintechnik Germany,General Manager,ACTIVE,1992-01,,https://www.linkedin.com/company/fbosch
264,Lufthansa,Purser,ACTIVE,2008-10,,https://www.linkedin.com/company/lufthansa
264,Lufthansa,Purser,ACTIVE,2008-10,,https://www.linkedin.com/company/lufthansa
265,LAG Inklusionsfirmen Hessen e. V.,Vorstandsvorsitzender,ACTIVE,2023-11,,https://www.linkedin.com/company/lag-inklusionsfirmen-hessen-e-v
265,Frankfurter Verein für soziale Heimstätten e.V.,Stellvertretender Geschäftsführer,ACTIVE,2018-10,,https://www.linkedin.com/company/frankfurter-verein-für-soziale-heimstätten-e-v-
265,Frankfurter Verein für soziale Heimstätten e.V.,Bereichsleiter Arbeit | Bildung | Inklusion,ACTIVE,2009-09,,https://www.linkedin.com/company/frankfurter-verein-für-soziale-heimstätten-e-v-
265,kombinat gGmbH,Geschäftsführer,ACTIVE,2015-10,,https://www.linkedin.com/company/kombinatggmbh
265,GDW Genossenschaft der Werkstätten Mitte eG,Vorstandsmitglied,ACTIVE,2015-06,,https://www.linkedin.com/company/gdw-mitte
266,PwC Deutschland,Associate | M&A,ACTIVE,2024-10,,https://www.linkedin.com/company/pwc-deutschland
267,HighRadius,VP - Talent Acquisition & People & Culture(HR),ACTIVE,2025-01,,https://www.linkedin.com/company/highradius
267,HighRadius,Vice President - Talent Experience,ACTIVE,2024-09,,https://www.linkedin.com/company/highradius
268,Andersch,Partner,ACTIVE,2012-10,,https://www.linkedin.com/company/fti-andersch
269,WashTec AG,Senior Vice President R&D,ACTIVE,2020-04,,https://www.linkedin.com/company/washtec-holding-gmbh
272,Lobbe,Industriereiniger,ACTIVE,2023-10,,https://www.linkedin.com/company/lobbe-gruppe
273,Garden of Concepts GmbH,CEO,ACTIVE,2011-09,,https://www.linkedin.com/company/garden-of-concepts-gmbh
273,ERWEKA GmbH,IT-Consultant & Solution Architekt,ACTIVE,2017-04,,https://www.linkedin.com/company/erweka-gmbh
275,PALFINGER Group,Senior Vice President Global Supplier Management,ACTIVE,2008-04,,https://www.linkedin.com/company/palfingerag
276,FedEx,Sr. International Agent,ACTIVE,2023-01,,https://www.linkedin.com/company/fedex
277,Parangat Technologies,Manager- Hr Ops & Talent Acquisition,ACTIVE,2024-11,,https://www.linkedin.com/company/parangat-technologies
278,PaxAn®,CEO,ACTIVE,2024-01,,https://www.linkedin.com/company/paxan
278,robert obermeyer consulting GmbH,Geschäftsführer,ACTIVE,2019-01,,https://www.linkedin.com/company/robert-obermeyer-consulting
280,VERWO AG,Production Engineer,ACTIVE,2025-03,,https://www.linkedin.com/company/verwo-ag
281,Fluke Corporation,Quality Engineering Manager,ACTIVE,2021-07,,https://www.linkedin.com/company/fluke-corporation
283,OÖNachrichten,Vertriebsleiter,ACTIVE,2021-08,,https://www.linkedin.com/company/oönachrichten
284,Erwin Renz Metallwarenfabrik GmbH & Co KG,Produktmanager,ACTIVE,2013-05,,https://www.linkedin.com/company/erwin-renz-metallwarenfabrik-gmbh-co-kg
285,cr Werbeagentur AG,Partner und Inhaber,ACTIVE,2022-07,,https://www.linkedin.com/company/cr-werbeagentur-ag
286,"US Trade Consult, LLC.",Senior Advisor,ACTIVE,2025-04,,
286,Consulting&Relations,"Unternehmensberater, Trainer, Coach, Publizist",ACTIVE,1990,,
287,HK Spartak Dubnica nad Vahom,Hockey Coach,ACTIVE,2016-06,,
287,Nes IK,Head Coach,ACTIVE,2014-08,,
288,Siegfried Hameln,Quality Assurance Manager / Quality Contract Managment / GMP Auditor,ACTIVE,2002-01,,
289,Drooms,SVP Transformation & Strategy,ACTIVE,2022-02,,https://www.linkedin.com/company/drooms-software
291,Uponor GmbH,"Director, Sales Unit Benelux",ACTIVE,2005-02,,https://www.linkedin.com/company/uponor
292,Deutsches Zentrum für Luft-und Raumfahrt e.V.,Strategischer Einkäufer,ACTIVE,2023-02,,https://www.linkedin.com/company/dlr
293,Atlas Copco,VP Market Intelligence - Business Development - Sales,ACTIVE,2020-01,,https://www.linkedin.com/company/atlas-copco
294,Outotec,Director / Project implementation Manager,ACTIVE,2011-01,,https://www.linkedin.com/company/outotec
295,Swiss-Canna Group AG,Aktionär,ACTIVE,2024-06,,https://www.linkedin.com/company/swiss-canna-group-ag
295,Chemie AG Bern,Beratungsexperte Verwaltungsrat,ACTIVE,2024-03,,
295,"RAMA Holding AG www.arseptum.ch Desinfektion mit Langzeit, Hygiene der Zukunft",Produzent und Lizensen,ACTIVE,2019-11,,
295,Arsept-Suisse GmbH,Geschäftsinhaber,ACTIVE,2022-07,,
295,Rennstall Belar Grande / Gestüt Seebach Elsass,Institution Sport,ACTIVE,2006-03,,
295,Arnold Feuerwerke,Geschäftsinhaber Import Export,ACTIVE,1986-05,,
296,BMW Group,Werkstudent Facheinkauf Interieur,ACTIVE,2025-03,,https://www.linkedin.com/company/bmw-group
297,GKN Driveline,Account Director,ACTIVE,1999-04,,https://www.linkedin.com/company/gkn-automotive
298,Sigtuna folkhögskola,Head teacher in art,ACTIVE,2021-08,,https://www.linkedin.com/company/sigtunafolkhogskola
298,Dovo,Founder,ACTIVE,2005-01,,
299,Verlag Reinhard Wagner,Chef,ACTIVE,1993-03,,
300,WISAG Passage Service Düsseldorf GmbH & Co. KG,Geschäftsführer,ACTIVE,2025-03,,
300,ASG Airport Service Gesellschaft mbH,Geschäftsführer,ACTIVE,2023-11,,
300,WISAG Ground Service GmbH & Co. KG Ndl. Düsseldorf,Geschäftsführer,ACTIVE,2023-01,,
300,WISAG Losch Passage Service Köln GmbH & Co. KG,Geschäftsführer,ACTIVE,2017-01,,
301,BOTTERO GmbH,General Manager,ACTIVE,2025-01,,https://www.linkedin.com/company/bottero-gmbh
302,Woodhouse,Spa Concierge,ACTIVE,2024-11,,https://www.linkedin.com/company/woodhouse-spa
305,neusta marketing GmbH,Geschäftsführender Gesellschafter,ACTIVE,2021-01,,https://www.linkedin.com/company/neusta-marketing
305,krannich.de,Unternehmer,ACTIVE,1998-07,,
306,Nestler Wellpappe GmbH,Account-Manager,ACTIVE,2020-04,,https://www.linkedin.com/company/nestler-wellpappe-gmbh
307,Ericsson,Head of Digital Radio Design,ACTIVE,2023-10,,https://www.linkedin.com/company/ericsson
308,Amaris Zorggroep,Assistent,ACTIVE,2022-07,,https://www.linkedin.com/company/amaris-zorggroep
309,Polizei Oberes Fricktal,Polizistin,ACTIVE,2020,,https://www.linkedin.com/company/polizei-oberes-fricktal
310,FINVIA,Managing Partner,ACTIVE,2023-06,,https://www.linkedin.com/company/finvia
310,FINVIA,Geschäftsführer,ACTIVE,2020-04,,https://www.linkedin.com/company/finvia
311,Dotdigital,Global Product Marketing Manager,ACTIVE,2022-01,,https://www.linkedin.com/company/dotdigital
315,Spherea GmbH,Produktingenieur,ACTIVE,2023-03,,https://www.linkedin.com/company/spherea-gmbh
320,Eberhard AG,Vorstand / CEO bei Eberhard AG,ACTIVE,2021-01,,https://www.linkedin.com/company/eberhard-ag
320,Eberhard s.r.o.,Geschäftsführer,ACTIVE,2013-10,,
321,Muhsau Kindl Ingenieurgesellschaft mbH,Projektingenieur,ACTIVE,2022-10,,
322,MDW Capital Partners LLP,Managing Partner,ACTIVE,2018-08,,https://www.linkedin.com/company/mdw-capital-partners
322,EA-RS Group Ltd,Chairman,ACTIVE,2021-01,,https://www.linkedin.com/company/earsgroup
322,GainX,NED,ACTIVE,2020-09,,https://www.linkedin.com/company/gainx
322,Down's South London,Trustee and Vice Chair,ACTIVE,2007-09,,
323,GfA-DICHTUNGEN GMBH,Geschäftsführender Gesellschafter,ACTIVE,1989-08,,https://www.linkedin.com/company/gfa-dichtungen-gmbh
324,KEONYS,SVP 3DS-Solutions CENIT Group,ACTIVE,2021-03,,https://www.linkedin.com/company/keonys
324,KEONYS,"COO, Keonys Group",ACTIVE,2017-07,,https://www.linkedin.com/company/keonys
325,Venus Concept,Senior Vice President APAC,ACTIVE,2017-08,,https://www.linkedin.com/company/venus-concept
327,Planet-A-Mor,CEO Co-owner,ACTIVE,2023-02,,https://www.linkedin.com/company/planetamor
327,CCC Climate Change Consulting,Company Owner,ACTIVE,2018,,
327,CCC. Climate Change Consulting,COO,ACTIVE,2017-12,,
327,C.C.C. Climate Change Consulting LLC,Consultant CEO and owner,ACTIVE,2016-01,,
328,Accenture,Business Strategy Consultant,ACTIVE,2022-06,,https://www.linkedin.com/company/accenture
329,UTILITY PARTNERS Operations,Managing Director,ACTIVE,2024-01,,https://www.linkedin.com/company/up-operations-gmbh
329,UTILITY PARTNERS GmbH,Member of The Supervisory Board,ACTIVE,2024,,https://www.linkedin.com/company/utility-partners
330,Tahoe Donner Association,Recreation Manager,ACTIVE,2024-11,,https://www.linkedin.com/company/tahoe-donner-association
330,Tahoe Donner Association,Instructor,ACTIVE,2023-02,,https://www.linkedin.com/company/tahoe-donner-association
330,Heikoach.com,Sportsience and Personaltrainer,ACTIVE,2012-10,,
331,Fair Recycling Foundation,Stiftungsrat,ACTIVE,2021-05,,https://www.linkedin.com/company/fairrecycling
334,Sto SE & Co. KGaA,Projektplaner,ACTIVE,2015-09,,https://www.linkedin.com/company/sto-ag
335,MorganFranklin Consulting,Senior Manager,ACTIVE,2023-01,,https://www.linkedin.com/company/morganfranklin-consulting
336,Hyatt Hotels Corporation,Information Technology Specialist -ITCS,ACTIVE,2020-12,,https://www.linkedin.com/company/hyatt
338,auxilion AG,Geschäftsführender Inhaber,ACTIVE,2000-11,,https://www.linkedin.com/company/aux-de
339,ZERAMEX,Gebietsverkaufsleiterin Implantologie & Prothetik,ACTIVE,2017-06,,https://www.linkedin.com/company/zeramex
342,Toshiba Memory Europe GmbH (TME),Vice President,ACTIVE,2017-04,,https://www.linkedin.com/company/kioxiaeurope
343,SFC Energy AG,Senior Vice President,ACTIVE,2020-01,,https://www.linkedin.com/company/sfc-energy-ag
344,WorldStyle Media,Platin,ACTIVE,2014-05,,
347,Huawei,Executive Partner Development Manager,ACTIVE,2023-09,,https://www.linkedin.com/company/huawei
348,"Justiz-, Polizei- und Militärdepartement Kanton Appenzell I.Rh",Departementssekretär / Leiter Amt für Militär und Bevölkerungsschutz,ACTIVE,2024-08,,
348,Fachhochschule Nordwestschweiz FHNW,Dozent,ACTIVE,2024-01,,
350,Batterman Consulting,CEO,ACTIVE,1982-08,,https://www.linkedin.com/company/batterman-consulting-ag
351,Bridgged,Partner,ACTIVE,2024-06,,https://www.linkedin.com/company/bridgged
352,ManageCasa Inc.,Chief Executive Officer,ACTIVE,2016-10,,https://www.linkedin.com/company/managecasa
352,(Startup),Startup Advisor,ACTIVE,2016-09,,https://www.linkedin.com/company/-startup-
353,Bewerbungsphase,Arbeitssuche,ACTIVE,2021-09,,
355,SPOCS sports consultants GmbH,Managing Director,ACTIVE,2003-12,,
356,UniCredit Business Integrated Solutions,Head of Global Competence Center MO/BO/Acc Business Analysis,ACTIVE,2014-01,,https://www.linkedin.com/company/unicredit
358,EJF gemeinnützige AG,Alleiniger Vorstand,ACTIVE,2023-01,,https://www.linkedin.com/company/ejfgag
359,Math2Market GmbH,Senior Software Engineer,ACTIVE,2024-03,,https://www.linkedin.com/company/math2market-gmbh
360,Chikara Fitness 株式会社,Owner - Executive Director,ACTIVE,2010-06,,https://www.linkedin.com/company/chikara-fit
360,"CrossFit, Inc.",Seminar Staff,ACTIVE,2013-08,,https://www.linkedin.com/company/crossfit
361,Aurubis,Projektleiter,ACTIVE,2020-07,,https://www.linkedin.com/company/aurubis
362,Continental,Leiter Program Management RADAR,ACTIVE,2017-09,,https://www.linkedin.com/company/continental
363,capital-S-Immobilien,Geschäftsführer,ACTIVE,1980-08,,
364,Bayer,Pharmacy Sales Representative,ACTIVE,2025-02,,https://www.linkedin.com/company/bayer
365,SachsenEnergie AG,Bereichsleiter Finanzen und Rechnungswesen,ACTIVE,2002-10,,https://www.linkedin.com/company/sachsenenergie
365,DREWAG Stadtwerke Dresden GmbH,Bereichsleiter Rechnungswesen und Finanzen,ACTIVE,2016-02,,
367,Leop. Siegle GmbH & Co. KG,"Geschäftsleitung, Prokurist",ACTIVE,2004-03,,https://www.linkedin.com/company/leop-siegle-gmbh-co-kg
367,Selbstständig,Rechtsanwalt,ACTIVE,2000-06,,
368,Guild Mortgage,Sales Manager,ACTIVE,2023-09,,https://www.linkedin.com/company/guild-mortgage-company
369,PI (Physik Instrumente) Group,Industrial Engineer,ACTIVE,2024-10,,https://www.linkedin.com/company/physik-instrumente-group
370,Pflege & Seniorenwohnen Ammertal,Pflegedienstleitung,ACTIVE,2019-06,,
371,Lindner Corporation,Principal Consultant,ACTIVE,2014-04,,
372,EPRO SECURE,"Projektexperte Sicherheit, Geschäftsleitung",ACTIVE,2023-01,,https://www.linkedin.com/company/epro-secure
374,K-Businesscom AG,Solution Designer,ACTIVE,2022-04,,https://www.linkedin.com/company/k-businesscom-ag
375,TransatlantiX,Founder -Owner,ACTIVE,2016-09,,
376,TaxNetworkUSA,Human Resources Manager,ACTIVE,2024-04,,https://www.linkedin.com/company/taxnetworkusa
377,Bilfinger Maintenance GmbH,Einkäufer Werkleistungen/Diestleistugen,ACTIVE,1972,,
379,R.A. Snyder Properties,Regional Manager,ACTIVE,2024-04,,https://www.linkedin.com/company/ra-snyder
380,Hewlett Packard Enterprise,Head of Hybrid Cloud Solution Sales Germany,ACTIVE,2024-11,,https://www.linkedin.com/company/hewlett-packard-enterprise
380,Hewlett Packard Enterprise,Head of HPE Boeblingen Office,ACTIVE,2023-08,,https://www.linkedin.com/company/hewlett-packard-enterprise
381,BNP Paribas CIB,Director - Global Banking,ACTIVE,2025-02,,https://www.linkedin.com/company/bnpparibascorporateandinstitutionalbanking
382,ETH Zürich,Doctoral Student,ACTIVE,2023-10,,
383,Nestle,Project Manager Entwicklung /Lebensmittel,ACTIVE,1989-09,,https://www.linkedin.com/company/nestle-s-a-
384,Freiberuflich,Consultant,ACTIVE,2024-11,,
385,Random House,General Counsel / Leiter Rechtsabteilung,ACTIVE,2000,,
386,Heel,Team Lead Business Services,ACTIVE,2023-04,,https://www.linkedin.com/company/heel
387,SitePlan GmbH,CEO & Co-founder,ACTIVE,2019-08,,https://www.linkedin.com/company/siteplan-gmbh
388,Euler Hermes Deutschland,Juristischer Berater,ACTIVE,1996-03,,https://www.linkedin.com/company/allianz-trade-deutschland
389,Folkwang Universität der Künste,"Leitung Personal, Finanzen, Einkauf, IT | Folkwang Universität der Künste",ACTIVE,2015-07,,
